Timestamp,Event
2025-07-18 01:35:48,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:49,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:49,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:50,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:51,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:51,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:52,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:52,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:53,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:53,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:54,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:54,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:55,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:55,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:56,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:56,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:57,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:58,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:58,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:59,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:35:59,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:00,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:00,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:01,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:01,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:02,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:02,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:03,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:03,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:04,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:04,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:05,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:05,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:06,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:07,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:07,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:08,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:09,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:10,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:10,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:11,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:11,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:12,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:12,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:13,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:14,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:15,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:16,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:16,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:17,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:17,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:18,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:18,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:19,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:19,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:20,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:20,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:21,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:21,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:22,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:23,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:23,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:24,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:24,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:25,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:25,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:26,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:26,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:27,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:27,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:28,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:28,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:29,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:30,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:30,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:31,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:31,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:32,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:32,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:33,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:33,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:34,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:34,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:35,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:36,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:36,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:37,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:37,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:38,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:38,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:39,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:39,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:40,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:40,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:41,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:43,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:44,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:44,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:45,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:45,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:54,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:54,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:55,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:55,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:56,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:56,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:57,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:57,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:58,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:59,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:36:59,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:00,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:00,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:01,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:01,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:02,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:02,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:03,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:03,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:04,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:04,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:05,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:05,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:06,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:07,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:07,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:08,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:09,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:09,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:10,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:11,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:11,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:12,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:12,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:13,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:13,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:14,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:14,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:15,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:15,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:16,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:17,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:17,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:18,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:18,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:19,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:19,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:20,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:20,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:21,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:21,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:22,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:22,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:23,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:24,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:24,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:25,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:25,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:26,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:26,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:27,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:27,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:28,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:28,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:29,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:29,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:30,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:31,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:31,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:32,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:32,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:33,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:33,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:34,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:34,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:35,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:36,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:36,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:37,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:37,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:38,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:38,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:39,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:39,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:40,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:40,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:42,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:43,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:43,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:44,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:44,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:45,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:45,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:46,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:46,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:47,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:48,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:48,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:49,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:49,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:37:50,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:11,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:12,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:13,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:13,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:14,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:16,FATIGUE ALERT: DROWSINESS ALERT!
2025-07-18 01:38:19,FATIGUE ALERT: DROWSINESS ALERT!
2025-07-18 01:38:22,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:22,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:24,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:24,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:25,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:25,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:26,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:26,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:28,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:30,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:32,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:35,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:36,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:37,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:42,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:43,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:43,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:44,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:45,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:45,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:46,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:48,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:49,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:49,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:50,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:50,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:51,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:52,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:52,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:53,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:54,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:54,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:55,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:55,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:38:56,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:39:01,FATIGUE ALERT: DROWSINESS ALERT!
2025-07-18 01:39:04,FATIGUE ALERT: DROWSINESS ALERT!
2025-07-18 01:39:07,FATIGUE ALERT: DROWSINESS ALERT!
2025-07-18 01:39:11,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:12,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:12,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:13,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:13,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:14,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:14,"FATIGUE ALERT: HEAD NODDING!, EXCESSIVE BLINKING!"
2025-07-18 01:39:15,"FATIGUE ALERT: HEAD NODDING!, EXCESSIVE BLINKING!"
2025-07-18 01:39:15,"FATIGUE ALERT: HEAD NODDING!, EXCESSIVE BLINKING!"
2025-07-18 01:39:16,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:17,"FATIGUE ALERT: HEAD NODDING!, EXCESSIVE BLINKING!"
2025-07-18 01:39:17,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:18,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:18,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:19,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:19,FATIGUE ALERT: EXCESSIVE BLINKING!
2025-07-18 01:39:21,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:39:21,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:39:22,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:39:26,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:39:27,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:39:27,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:39:28,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:39:28,FATIGUE ALERT: HEAD NODDING!
2025-07-18 01:43:05,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 01:43:05,"FATIGUE ALERT: DROWSINESS ALERT!, EYES CLOSED!, HEAD NODDING!"
2025-07-18 01:43:08,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 01:43:13,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 01:43:13,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 01:43:14,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 01:43:14,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 01:43:16,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 01:43:17,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 01:43:17,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 01:43:18,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 01:43:19,"FATIGUE ALERT: DROWSINESS ALERT!, EYES CLOSED!, HEAD NODDING!"
2025-07-18 01:43:19,"FATIGUE ALERT: DROWSINESS ALERT!, EYES CLOSED!, HEAD NODDING!"
2025-07-18 01:43:20,"FATIGUE ALERT: DROWSINESS ALERT!, EYES CLOSED!, HEAD NODDING!"
2025-07-18 01:43:20,"FATIGUE ALERT: DROWSINESS ALERT!, EYES CLOSED!, HEAD NODDING!"
2025-07-18 01:43:21,"FATIGUE ALERT: DROWSINESS ALERT!, EYES CLOSED!, HEAD NODDING!"
2025-07-18 01:43:21,"FATIGUE ALERT: DROWSINESS ALERT!, EYES CLOSED!, HEAD NODDING!"
2025-07-18 01:43:22,"FATIGUE ALERT: DROWSINESS ALERT!, EYES CLOSED!, HEAD NODDING!"
2025-07-18 02:40:16,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 02:40:17,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
2025-07-18 02:40:18,"FATIGUE ALERT: DROWSINESS ALERT!, EYES CLOSED!, HEAD NODDING!"
2025-07-18 02:40:19,"FATIGUE ALERT: DROWSINESS ALERT!, EYES CLOSED!, HEAD NODDING!"
2025-07-18 02:40:22,"FATIGUE ALERT: DROWSINESS ALERT!, HEAD NODDING!"
